keyword,c1,c2,c3,c4,c5,c6,c7,c8,cluster_product_name,item_count,min_price,median_price,average_price,max_price,sample_tokenized_names,sample_normalized_names,sample_original_names
갤럭시,갤럭시,s,24,s24,플러스,합니다,,,갤럭시 s 24 s24 플러스 합니다,1,430000,430000.0,430000.0,430000,갤럭시 s 24 s24 플러스 합니다,갤럭시 s24 s24플러스 합니다,갤럭시 S24_256G / S24플러스_256G 판매 합니다!!
갤럭시,갤럭시,s,24,인도네시아판,,,,,갤럭시 s 24 인도네시아판,1,430000,430000.0,430000.0,430000,갤럭시 s 24 인도네시아판,갤럭시 s24 인도네시아판,갤럭시 s24 256gb 인도네시아판
갤럭시,갤럭시,s22,울트라,버건디,정상,작동,43만원에,,갤럭시 s22 울트라 버건디 정상 작동 43만원에,1,430000,430000.0,430000.0,430000,갤럭시 s22 울트라 버건디 정상 작동 43만원에,갤럭시 s22울트라 버건디 정상작동 43만원에,갤럭시 S22울트라 256G 버건디 정상작동 43만원에 팝니다
갤럭시,갤럭시,폴드,3,심계천하,에디션,케이스,포함,,갤럭시 폴드 3 심계천하 에디션 케이스 포함,1,430000,430000.0,430000.0,430000,갤럭시 폴드 3 심계천하 에디션 케이스 포함,갤럭시 폴드 3 심계천하 에디션 케이스 포함,갤럭시 폴드 3 심계천하 에디션 케이스 포함 팝니다
갤럭시,갤럭시s24,fe,256,기가,,,,,갤럭시s24 fe 256 기가,1,430000,430000.0,430000.0,430000,갤럭시s24 fe 256 기가,갤럭시s24fe 256기가,갤럭시s24FE 256기가
갤럭시,갤럭시워치,7,울트라,화이트,,,,,갤럭시워치 7 울트라 화이트,1,430000,430000.0,430000.0,430000,갤럭시워치 7 울트라 화이트,갤럭시워치7 울트라 화이트,갤럭시워치7 울트라 화이트
갤럭시,갤럭시탭,s8,128,기가,셀룰러,,,,갤럭시탭 s8 128 기가 셀룰러,1,430000,430000.0,430000.0,430000,갤럭시탭 s8 128 기가 셀룰러,갤럭시탭s8 128기가 셀룰러,갤럭시탭s8 128기가 셀룰러 판매합니다!!
갤럭시,삼성,갤럭시,s24,fe,옐로우,정상해지,폰,상태,삼성 갤럭시 s24 fe 옐로우 정상해지 폰 상태,1,430000,430000.0,430000.0,430000,삼성 갤럭시 s24 fe 옐로우 정상해지 폰 상태 s급,삼성 갤럭시 s24fe 옐로우 정상해지폰 상태 s급,삼성 갤럭시 S24fe 256GB 옐로우 정상해지폰  상태 s급
갤럭시,서울,갤럭시,s,24,fe,s721,n,그레이,서울 갤럭시 s 24 fe s721 n 그레이,1,430000,430000.0,430000.0,430000,서울 갤럭시 s 24 fe s721 n 그레이 a급,서울 갤럭시 s24 fe s721n 그레이 a급,서울 갤럭시 S24 FE (S721N) 그레이 A급 팝니다.
갤럭시,갤럭시s2,4,s9,21,옐로우,무,잔상,a급,갤럭시s2 4 s9 21 옐로우 무 잔상 a급,1,435000,435000.0,435000.0,435000,갤럭시s2 4 s9 21 옐로우 무 잔상 a급 울산 폰,갤럭시s24 s921 옐로우 무잔상 a급 울산 폰,갤럭시S24 (S921) 256GB 옐로우 무잔상 A급 - 울산중고폰
갤럭시,당일발송,갤럭시s23,울트라,s9,18,올리브,그린,,당일발송 갤럭시s23 울트라 s9 18 올리브 그린,1,435000,435000.0,435000.0,435000,당일발송 갤럭시s23 울트라 s9 18 올리브 그린,당일발송 갤럭시s23울트라 s918 올리브그린,[01231] 당일발송 갤럭시S23울트라 S918 512GB 올리브그린
갤럭시,리퍼,급,갤럭시,s,24,fe,아이스,블루,리퍼 급 갤럭시 s 24 fe 아이스 블루,1,435000,435000.0,435000.0,435000,리퍼 급 갤럭시 s 24 fe 아이스 블루,리퍼급 갤럭시 s24 fe 아이스블루,리퍼급)갤럭시 S24 FE 아이스블루 256G
갤럭시,특,a급,갤럭시,s23,플러스,크림,왜관,구미,특 a급 갤럭시 s23 플러스 크림 왜관 구미,1,435000,435000.0,435000.0,435000,특 a급 갤럭시 s23 플러스 크림 왜관 구미 영천 대구 폰,특a급 갤럭시 s23플러스 크림 왜관 구미 영천 대구 폰,특A급 갤럭시 S23플러스 256GB 크림 왜관 구미 영천 대구중고폰
갤럭시,갤럭시s22,울트라,정상해,지,깨끗,특,aa급,잔상,갤럭시s22 울트라 정상해 지 깨끗 특 aa급 잔상,1,439700,439700.0,439700.0,439700,갤럭시s22 울트라 정상해 지 깨끗 특 aa급 잔상 번인 없이 깔끔 선물용,갤럭시s22울트라 정상해지 깨끗 특aa급 잔상 번인없이 깔끔 선물용,갤럭시S22울트라 정상해지 깨끗 특AA급(잔상.번인없이 깔끔^^선물용
갤럭시,39,갤럭시s2,4,25,6,,,,39 갤럭시s2 4 25 6,1,440000,440000.0,440000.0,440000,39 갤럭시s2 4 25 6,39 갤럭시s24 256,(39)갤럭시s24 256 판매합니다
갤럭시,갤럭시,s,23,크림,256,기가,s,s급,갤럭시 s 23 크림 256 기가 s s급,1,440000,440000.0,440000.0,440000,갤럭시 s 23 크림 256 기가 s s급,갤럭시 s23 크림 256기가 ss급,갤럭시 S23 크림 256기가  SS급 팔아요~
갤럭시,갤럭시,s,24,오닉스,블랙,,,,갤럭시 s 24 오닉스 블랙,1,440000,440000.0,440000.0,440000,갤럭시 s 24 오닉스 블랙,갤럭시 s24 오닉스 블랙,갤럭시 S24 오닉스 블랙 256
갤럭시,갤럭시,s,24,플러스,깔끔,저렴,정상해,지,갤럭시 s 24 플러스 깔끔 저렴 정상해 지,1,440000,440000.0,440000.0,440000,갤럭시 s 24 플러스 깔끔 저렴 정상해 지,갤럭시 s24 플러스 깔끔 저렴 정상해지,갤럭시 S24 플러스 256GB 깔끔 저렴 정상해지
갤럭시,갤럭시,z,폴드4,프로,토타입,국내판,,,갤럭시 z 폴드4 프로 토타입 국내판,1,440000,440000.0,440000.0,440000,갤럭시 z 폴드4 프로 토타입 국내판,갤럭시 z폴드4 프로토타입 국내판,갤럭시 Z폴드4 프로토타입 국내판
갤럭시,갤럭시,z,플립6,민트,256,기가,스누피,케이스,갤럭시 z 플립6 민트 256 기가 스누피 케이스,1,440000,440000.0,440000.0,440000,갤럭시 z 플립6 민트 256 기가 스누피 케이스 부성품,갤럭시 z플립6 민트 256기가 스누피 케이스 부성품,"갤럭시 Z플립6 민트 256기가, 스누피 케이스, 부성품"
갤럭시,갤럭시,워치,8,클래식,44mm,블랙,,,갤럭시 워치 8 클래식 44mm 블랙,1,440000,440000.0,440000.0,440000,갤럭시 워치 8 클래식 44mm 블랙,갤럭시 워치8 클래식 44mm 블랙,갤럭시 워치8 클래식 44mm 블랙 미개봉
갤럭시,갤럭시z,폴드5,무,잔상,크림,,,,갤럭시z 폴드5 무 잔상 크림,1,440000,440000.0,440000.0,440000,갤럭시z 폴드5 무 잔상 크림,갤럭시z폴드5 무잔상 크림,갤럭시Z폴드5 512G 무잔상 크림 61274
갤럭시,삼성,갤럭시,북,i3,1,1세대,노트,북,삼성 갤럭시 북 i3 1 1세대 노트 북,1,440000,440000.0,440000.0,440000,삼성 갤럭시 북 i3 1 1세대 노트 북 15 6인치,삼성 갤럭시북 i3 11세대 노트북 15 6인치,삼성 갤럭시북 i3-11세대 노트북 (15.6인치)
갤럭시,삼성,갤럭시,퀀텀6,,,,,,삼성 갤럭시 퀀텀6,1,440000,440000.0,440000.0,440000,삼성 갤럭시 퀀텀6,삼성 갤럭시 퀀텀6,삼성 갤럭시 퀀텀6
갤럭시,상급,갤럭시,s,24,앰버,옐로우,,,상급 갤럭시 s 24 앰버 옐로우,1,440000,440000.0,440000.0,440000,상급 갤럭시 s 24 앰버 옐로우,상급 갤럭시 s24 앰버옐로우,[상급] 갤럭시 S24 앰버옐로우 512GB
갤럭시,솔리드,옴므,하이넥,구스다운,패딩,새,제품,48,솔리드 옴므 하이넥 구스다운 패딩 새 제품 48,1,440000,440000.0,440000.0,440000,솔리드 옴므 하이넥 구스다운 패딩 새 제품 48,솔리드옴므 하이넥 구스다운 패딩 새제품 48,솔리드옴므 하이넥 구스다운 패딩 새제품 48
갤럭시,갤럭시a,36,자급제,새,제품,,,,갤럭시a 36 자급제 새 제품,1,447000,447000.0,447000.0,447000,갤럭시a 36 자급제 새 제품,갤럭시a36 자급제 새제품,갤럭시A36 자급제 128GB 미개봉 새제품 팝니다.
갤럭시,갤럭시,램스킨,레더,자켓,,,,,갤럭시 램스킨 레더 자켓,1,448000,448000.0,448000.0,448000,갤럭시 램스킨 레더 자켓,갤럭시 램스킨 레더 자켓,16657 - 갤럭시 램스킨 레더 자켓
갤럭시,한정,특가,리퍼,폰,센터판,갤럭시,s21,플러스,한정 특가 리퍼 폰 센터판 갤럭시 s21 플러스,1,449000,449000.0,449000.0,449000,한정 특가 리퍼 폰 센터판 갤럭시 s21 플러스,한정특가 리퍼폰 센터판 갤럭시 s21플러스,한정특가! 리퍼폰 센터판 갤럭시 S21플러스 판매합니다!
갤럭시,a,급,갤럭시s2,4,블랙,,,,a 급 갤럭시s2 4 블랙,1,450000,450000.0,450000.0,450000,a 급 갤럭시s2 4 블랙,a 급 갤럭시s24 블랙,[A-급] 갤럭시S24 512GB 블랙 [25722]
갤럭시,a,디올,오블리크,갤럭시,반지갑,그레이,,,a 디올 오블리크 갤럭시 반지갑 그레이,1,450000,450000.0,450000.0,450000,a 디올 오블리크 갤럭시 반지갑 그레이,a 디올 오블리크 갤럭시 반지갑 그레이,[A/정품] 디올 오블리크 갤럭시 반지갑 그레이
갤럭시,s,플러스,갤럭시워치,울트라,,,,,s 플러스 갤럭시워치 울트라,1,450000,450000.0,450000.0,450000,s 플러스 갤럭시워치 울트라,s 플러스 갤럭시워치울트라,s+갤럭시워치울트라
갤럭시,갤럭시,s,24,라벤더,,,,,갤럭시 s 24 라벤더,1,450000,450000.0,450000.0,450000,갤럭시 s 24 라벤더,갤럭시 s24 라벤더,갤럭시 S24 라벤더 256GB
갤럭시,갤럭시,s,24,플러스,,,,,갤럭시 s 24 플러스,1,450000,450000.0,450000.0,450000,갤럭시 s 24 플러스,갤럭시 s24 플러스,갤럭시.s24+ 256g
갤럭시,갤럭시,z,플립6,민트,,,,,갤럭시 z 플립6 민트,1,450000,450000.0,450000.0,450000,갤럭시 z 플립6 민트,갤럭시 z플립6 민트,갤럭시 Z플립6 256GB 민트 [76318]
갤럭시,갤럭시,z,플립6,실버,상태,go,od,,갤럭시 z 플립6 실버 상태 go od,1,450000,450000.0,450000.0,450000,갤럭시 z 플립6 실버 상태 go od,갤럭시 z플립6 실버 상태good,갤럭시 z플립6 실버 상태good
갤럭시,갤럭시,워치,울트라,2025,버전,47mm,,,갤럭시 워치 울트라 2025 버전 47mm,1,450000,450000.0,450000.0,450000,갤럭시 워치 울트라 2025 버전 47mm,갤럭시 워치 울트라 2025버전 47mm,미개봉 새상품 갤럭시 워치 울트라 미개봉 새상품 [2025버전 64GB 47mm]
갤럭시,갤럭시,워치,울트라,47mm,,,,,갤럭시 워치 울트라 47mm,1,450000,450000.0,450000.0,450000,갤럭시 워치 울트라 47mm,갤럭시 워치 울트라 47mm,갤럭시 워치 울트라 47mm
갤럭시,갤럭시,태블릿,s7,,,,,,갤럭시 태블릿 s7,1,450000,450000.0,450000.0,450000,갤럭시 태블릿 s7,갤럭시 태블릿 s7,갤럭시 태블릿 S7
갤럭시,갤럭시,플립,6,256,기가,실버,그레이,,갤럭시 플립 6 256 기가 실버 그레이,1,450000,450000.0,450000.0,450000,갤럭시 플립 6 256 기가 실버 그레이,갤럭시 플립6 256기가 실버그레이,갤럭시 플립6 256기가 실버그레이 판매
갤럭시,갤럭시,플립6,256,기가,블랙,,,,갤럭시 플립6 256 기가 블랙,1,450000,450000.0,450000.0,450000,갤럭시 플립6 256 기가 블랙,갤럭시플립6 256기가 블랙,갤럭시플립6 256기가 블랙 판매
갤럭시,갤럭시s2,4,코발트,바이올렛,s급,,,,갤럭시s2 4 코발트 바이올렛 s급,1,450000,450000.0,450000.0,450000,갤럭시s2 4 코발트 바이올렛 s급,갤럭시s24 코발트바이올렛 s급,갤럭시S24 256G 코발트바이올렛 S급!
갤럭시,갤럭시z,폴드3,팬텀,블랙,s급,,,,갤럭시z 폴드3 팬텀 블랙 s급,1,450000,450000.0,450000.0,450000,갤럭시z 폴드3 팬텀 블랙 s급,갤럭시z폴드3 팬텀블랙 s급,갤럭시Z폴드3 512G 팬텀블랙 S급!
갤럭시,갤럭시z플립,6,256,기가,블루,색상,,,갤럭시z플립 6 256 기가 블루 색상,1,450000,450000.0,450000.0,450000,갤럭시z플립 6 256 기가 블루 색상,갤럭시z플립6 256기가 블루색상,갤럭시z플립6 256기가 블루색상 판매
갤럭시,갤럭시워치,4,오데마피게,커스텀,,,,,갤럭시워치 4 오데마피게 커스텀,1,450000,450000.0,450000.0,450000,갤럭시워치 4 오데마피게 커스텀,갤럭시워치4 오데마피게 커스텀,갤럭시워치4 오데마피게 커스텀
갤럭시,뇌새김,학습기,갤럭시,탭,풀,세트,새,제품,뇌새김 학습기 갤럭시 탭 풀 세트 새 제품,1,450000,450000.0,450000.0,450000,뇌새김 학습기 갤럭시 탭 풀 세트 새 제품,뇌새김 학습기 갤럭시탭 풀세트 새제품,뇌새김 학습기 갤럭시탭 풀세트 (새제품)
갤럭시,명조,띵조,페스티벌,갤스,치사,볼펜,풀,세트,명조 띵조 페스티벌 갤스 치사 볼펜 풀 세트,1,450000,450000.0,450000.0,450000,명조 띵조 페스티벌 갤스 치사 볼펜 풀 세트 띵페 갤럭시 스토어,명조 띵조 페스티벌 갤스 치사 볼펜 풀세트 띵페 갤럭시스토어,명조 띵조 페스티벌 갤스 치사 볼펜 풀세트 띵페 갤럭시스토어
갤럭시,삼성,갤럭시,jump4,,,,,,삼성 갤럭시 jump4,1,450000,450000.0,450000.0,450000,삼성 갤럭시 jump4,삼성 갤럭시 jump4,삼성 갤럭시 Jump4 풀박스
갤럭시,삼성,갤럭시,s,24,실버,256,기가,,삼성 갤럭시 s 24 실버 256 기가,1,450000,450000.0,450000.0,450000,삼성 갤럭시 s 24 실버 256 기가,삼성 갤럭시 s24 실버 256기가,삼성 갤럭시 S24 실버 256기가
갤럭시,삼성,갤럭시,북,i5,10,세대,,,삼성 갤럭시 북 i5 10 세대,1,450000,450000.0,450000.0,450000,삼성 갤럭시 북 i5 10 세대,삼성 갤럭시북 i5 10세대,삼성 갤럭시북 i5 10세대 16GB 256GB
갤럭시,삼성,갤럭시,줌2,카메라,작동굿,외관,상태,양호,삼성 갤럭시 줌2 카메라 작동굿 외관 상태 양호,1,450000,450000.0,450000.0,450000,삼성 갤럭시 줌2 카메라 작동굿 외관 상태 양호 20 14 년,삼성 갤럭시줌2 카메라작동굿 외관상태양호 2014년,"삼성 갤럭시줌2.카메라작동굿,외관상태양호,2014년"
갤럭시,삼성,갤럭시북,2,nt7,50,xed,15,6인치,삼성 갤럭시북 2 nt7 50 xed 15 6인치,1,450000,450000.0,450000.0,450000,삼성 갤럭시북 2 nt7 50 xed 15 6인치 노트 북,삼성 갤럭시북2 nt750xed 15 6인치 노트북,삼성 갤럭시북2 NT750XED 15.6인치 노트북
갤럭시,유희왕,갤럭시,아이즈,포톤,드래곤,홀로,그래픽,레어,유희왕 갤럭시 아이즈 포톤 드래곤 홀로 그래픽 레어,1,450000,450000.0,450000.0,450000,유희왕 갤럭시 아이즈 포톤 드래곤 홀로 그래픽 레어,유희왕 갤럭시 아이즈 포톤 드래곤 홀로그래픽 레어,유희왕 갤럭시 아이즈 포톤 드래곤 홀로그래픽 레어
갤럭시,갤럭시s23,플러스,그린,무,잔상,상태,좋은,4,갤럭시s23 플러스 그린 무 잔상 상태 좋은 4,1,453000,453000.0,453000.0,453000,갤럭시s23 플러스 그린 무 잔상 상태 좋은 4 5만 3천,갤럭시s23플러스 그린 무잔상 상태좋은 45만3천,갤럭시S23플러스 그린 256GB 무잔상 상태좋은 중고45만3천팝니다
갤럭시,s9,21,갤럭시s2,4,코발트,바이올렛,,,s9 21 갤럭시s2 4 코발트 바이올렛,1,458000,458000.0,458000.0,458000,s9 21 갤럭시s2 4 코발트 바이올렛,s921 갤럭시s24 코발트바이올렛,S921 갤럭시S24 코발트바이올렛 256GB
갤럭시,갤럭시s2,5,s25,플러스,s25,울트라,신제품,특가,갤럭시s2 5 s25 플러스 s25 울트라 신제품 특가,1,459000,459000.0,459000.0,459000,갤럭시s2 5 s25 플러스 s25 울트라 신제품 특가 512 기가 보유,갤럭시s25 s25플러스 s25울트라 신제품특가 512기가 보유,[미개봉]갤럭시S25/S25플러스/S25울트라 신제품특가 512기가 보유
갤럭시,s급,갤럭시,퀀텀6,128,기가,블랙,부산,폰,s급 갤럭시 퀀텀6 128 기가 블랙 부산 폰,1,460000,460000.0,460000.0,460000,s급 갤럭시 퀀텀6 128 기가 블랙 부산 폰 0 23 51 울산 대구 순천,s급 갤럭시퀀텀6 128기가 블랙 부산 폰 02351울산 대구 순천,S급. 갤럭시퀀텀6 128기가 블랙 부산중고폰 02351울산 대구 순천
갤럭시,갤럭시,s,23,울트라,,,,,갤럭시 s 23 울트라,1,460000,460000.0,460000.0,460000,갤럭시 s 23 울트라,갤럭시 s23 울트라,갤럭시 s23 울트라
갤럭시,갤럭시,s,23,울트라,그린,,,,갤럭시 s 23 울트라 그린,1,460000,460000.0,460000.0,460000,갤럭시 s 23 울트라 그린,갤럭시 s23 울트라 그린,갤럭시 S23 울트라 / 512GB / 그린
갤럭시,갤럭시,s,24,25,6,퍼플,유플,개통,갤럭시 s 24 25 6 퍼플 유플 개통,1,460000,460000.0,460000.0,460000,갤럭시 s 24 25 6 퍼플 유플 개통 공기 계,갤럭시 s24 256 퍼플 유플개통 공기계,갤럭시 S24  256 퍼플 유플개통 공기계
갤럭시,갤럭시,s,24,256,기가,실버,s급,,갤럭시 s 24 256 기가 실버 s급,1,460000,460000.0,460000.0,460000,갤럭시 s 24 256 기가 실버 s급,갤럭시 s24 256기가 실버 s급,갤럭시 S24 256기가 실버 S급
갤럭시,갤럭시,s,24,플러스,블랙,,,,갤럭시 s 24 플러스 블랙,1,460000,460000.0,460000.0,460000,갤럭시 s 24 플러스 블랙,갤럭시 s24 플러스 블랙,갤럭시 S24 플러스 블랙 256GB
갤럭시,갤럭시,s23,플러스,크림,512,기가,s,s급,갤럭시 s23 플러스 크림 512 기가 s s급,1,460000,460000.0,460000.0,460000,갤럭시 s23 플러스 크림 512 기가 s s급,갤럭시 s23플러스 크림 512기가 ss급,갤럭시 S23플러스 크림 512기가  SS급 팔아요~
갤럭시,갤럭시,s8,태블릿,128,기기,,,,갤럭시 s8 태블릿 128 기기,1,460000,460000.0,460000.0,460000,갤럭시 s8 태블릿 128 기기,갤럭시 s8태블릿 128기기,갤럭시 s8태블릿 128기기
갤럭시,갤럭시,탭,s8,,,,,,갤럭시 탭 s8,1,460000,460000.0,460000.0,460000,갤럭시 탭 s8,갤럭시탭 s8,갤럭시탭 S8 128g
갤럭시,리퍼,급,갤럭시,s,24,앰버,옐로우,,리퍼 급 갤럭시 s 24 앰버 옐로우,1,460000,460000.0,460000.0,460000,리퍼 급 갤럭시 s 24 앰버 옐로우,리퍼급 갤럭시 s24 앰버옐로우,[리퍼급] 갤럭시 s24 앰버옐로우 256GB
갤럭시,보증,30,일,갤럭시s21,울트라,실버,s급,즉시사용,보증 30 일 갤럭시s21 울트라 실버 s급 즉시사용,1,460000,460000.0,460000.0,460000,보증 30 일 갤럭시s21 울트라 실버 s급 즉시사용,보증30일 갤럭시s21울트라 실버 s급 즉시사용,보증30일/갤럭시S21울트라 256G 실버 S급/즉시사용
갤럭시,보증,30,일,갤럭시s21,울트라,팬텀,화이트,s급,보증 30 일 갤럭시s21 울트라 팬텀 화이트 s급,1,460000,460000.0,460000.0,460000,보증 30 일 갤럭시s21 울트라 팬텀 화이트 s급 즉시사용,보증30일 갤럭시s21울트라 팬텀화이트 s급 즉시사용,보증30일/갤럭시S21울트라 256G 팬텀화이트 S급!/즉시사용
갤럭시,부산,폰,갤럭시s23,울트라,그린,512,기가,공기,부산 폰 갤럭시s23 울트라 그린 512 기가 공기,1,460000,460000.0,460000.0,460000,부산 폰 갤럭시s23 울트라 그린 512 기가 공기 계,부산 폰 갤럭시s23울트라 그린 512기가 공기계,(부산중고폰) 갤럭시s23울트라 그린 512기가 공기계 판매해요
갤럭시,삼성,갤럭시,s2,2,울트라,버건디,,,삼성 갤럭시 s2 2 울트라 버건디,1,460000,460000.0,460000.0,460000,삼성 갤럭시 s2 2 울트라 버건디,삼성 갤럭시 s22 울트라 버건디,삼성 갤럭시 S22 울트라 버건디
갤럭시,삼성,갤럭시,워치,8,클래식,46mm,화이트,자급제,삼성 갤럭시 워치 8 클래식 46mm 화이트 자급제,1,460000,460000.0,460000.0,460000,삼성 갤럭시 워치 8 클래식 46mm 화이트 자급제,삼성 갤럭시 워치8 클래식 46mm 화이트 자급제,삼성 갤럭시 워치8 클래식 46mm 화이트 자급제 미개봉 새상품
갤럭시,삼성,전자,갤럭시,탭,s7,플러스,lte,sm,삼성 전자 갤럭시 탭 s7 플러스 lte sm,1,460000,460000.0,460000.0,460000,삼성 전자 갤럭시 탭 s7 플러스 lte sm t975,삼성전자 갤럭시탭 s7 플러스 lte sm t975,삼성전자 갤럭시탭 S7+ LTE 256GB SM-T975
갤럭시,lg,갤럭시,s24,fe,블루,s급,,,lg 갤럭시 s24 fe 블루 s급,1,461000,461000.0,461000.0,461000,lg 갤럭시 s24 fe 블루 s급,lg 갤럭시 s24fe 블루 s급,LG 갤럭시 S24FE 블루 256G S급 판매합니다
갤럭시,삼성,갤럭시s2,4,마블,그레이,플러스,각종,액세서리,삼성 갤럭시s2 4 마블 그레이 플러스 각종 액세서리,1,463000,463000.0,463000.0,463000,삼성 갤럭시s2 4 마블 그레이 플러스 각종 액세서리 포함,삼성 갤럭시s24 마블 그레이 플러스 각종 액세서리 포함,삼성 갤럭시S24 마블 그레이 256GB + 각종 액세서리 포함
갤럭시,b등급,갤럭시,s,24,실버,,,,b등급 갤럭시 s 24 실버,1,465000,465000.0,465000.0,465000,b등급 갤럭시 s 24 실버,b등급 갤럭시 s24 실버,[B등급] 갤럭시 S24 256GB 실버
갤럭시,b등급,갤럭시,s,24,퍼플,,,,b등급 갤럭시 s 24 퍼플,1,465000,465000.0,465000.0,465000,b등급 갤럭시 s 24 퍼플,b등급 갤럭시 s24 퍼플,[B등급] 갤럭시 S24 256GB 퍼플
갤럭시,갤럭시,s,24,플러스,플러스,s9,26,256,갤럭시 s 24 플러스 플러스 s9 26 256,1,465000,465000.0,465000.0,465000,갤럭시 s 24 플러스 플러스 s9 26 256 기가 그레이,갤럭시 s24 플러스 플러스 s926 256기가 그레이,갤럭시 S24+ 플러스 (S926) 256기가 그레이
갤럭시,갤럭시,s22,울트라,그린,무,잔상,정상,작동,갤럭시 s22 울트라 그린 무 잔상 정상 작동,1,470000,470000.0,470000.0,470000,갤럭시 s22 울트라 그린 무 잔상 정상 작동,갤럭시 s22울트라 그린 무잔상 정상작동,갤럭시 S22울트라 256G 그린 무잔상 정상작동 팝니다
갤럭시,갤럭시,s24,fe,그레이,s급,,,,갤럭시 s24 fe 그레이 s급,1,470000,470000.0,470000.0,470000,갤럭시 s24 fe 그레이 s급,갤럭시 s24fe 그레이 s급,갤럭시 S24FE 그레이 S급 256G
갤럭시,갤럭시,최상,위라인,gx,19,83,솔리드,블랙,갤럭시 최상 위라인 gx 19 83 솔리드 블랙,1,470000,470000.0,470000.0,470000,갤럭시 최상 위라인 gx 19 83 솔리드 블랙 수트,갤럭시 최상위라인 gx1983 솔리드 블랙 수트,갤럭시 최상위라인 GX1983 솔리드 블랙 수트
갤럭시,갤럭시s2,4,옐로우,a,플러스,급,,,갤럭시s2 4 옐로우 a 플러스 급,1,470000,470000.0,470000.0,470000,갤럭시s2 4 옐로우 a 플러스 급,갤럭시s24 옐로우 a 플러스 급,(050) 갤럭시S24 5G 256G 옐로우 A+급
갤럭시,갤럭시s2,4,옐로우,a급,,,,,갤럭시s2 4 옐로우 a급,1,470000,470000.0,470000.0,470000,갤럭시s2 4 옐로우 a급,갤럭시s24 옐로우 a급,(051) 갤럭시S24 5G 256G 옐로우 A급
갤럭시,갤럭시s24,fe,블루,,,,,,갤럭시s24 fe 블루,1,470000,470000.0,470000.0,470000,갤럭시s24 fe 블루,갤럭시s24fe 블루,갤럭시S24FE 블루 256GB
갤럭시,갤럭시z플립,6,256,기가,512,기가,전,색상,갤럭시z플립 6 256 기가 512 기가 전 색상,1,470000,470000.0,470000.0,470000,갤럭시z플립 6 256 기가 512 기가 전 색상 공기 계 폰 알뜰 폰,갤럭시z플립6 256기가 512기가 전색상 공기계 폰 알뜰폰,갤럭시Z플립6 256기가 512기가 전색상 공기계 중고폰 알뜰폰
갤럭시,겔럭시,s,24,화이트,,,,,겔럭시 s 24 화이트,1,470000,470000.0,470000.0,470000,겔럭시 s 24 화이트,겔럭시 s24 화이트,겔럭시 s24 화이트 256g 팝니다
갤럭시,삼성,갤럭시,s,24,fe,256,기가,그라파이트,삼성 갤럭시 s 24 fe 256 기가 그라파이트,1,470000,470000.0,470000.0,470000,삼성 갤럭시 s 24 fe 256 기가 그라파이트,삼성 갤럭시 s24 fe 256기가 그라파이트,삼성 갤럭시 S24 FE 256기가 그라파이트 판매해요
갤럭시,최상,급,갤럭시,s,24,마블,그레이,,최상 급 갤럭시 s 24 마블 그레이,1,470000,470000.0,470000.0,470000,최상 급 갤럭시 s 24 마블 그레이,최상급 갤럭시 s24 마블그레이,[최상급] 갤럭시 S24 마블그레이 256GB
갤럭시,최상,급,갤럭시,s,24,앰버,옐로우,,최상 급 갤럭시 s 24 앰버 옐로우,1,470000,470000.0,470000.0,470000,최상 급 갤럭시 s 24 앰버 옐로우,최상급 갤럭시 s24 앰버옐로우,[최상급] 갤럭시 S24 앰버옐로우 256GB
갤럭시,lg,갤럭시,s24,fe,옐로우,s급,,,lg 갤럭시 s24 fe 옐로우 s급,1,471000,471000.0,471000.0,471000,lg 갤럭시 s24 fe 옐로우 s급,lg 갤럭시 s24fe 옐로우 s급,LG 갤럭시 S24FE 옐로우 256G S급 판매합니다
갤럭시,갤럭시s24,fe,블루,s급,s721,n,,,갤럭시s24 fe 블루 s급 s721 n,1,471000,471000.0,471000.0,471000,갤럭시s24 fe 블루 s급 s721 n,갤럭시s24fe 블루 s급 s721n,갤럭시S24FE 256G 블루 S급 판매합니다-S721N
갤럭시,갤럭시s24,fe,옐로우,256,기가,s급,s721,n,갤럭시s24 fe 옐로우 256 기가 s급 s721 n,1,471000,471000.0,471000.0,471000,갤럭시s24 fe 옐로우 256 기가 s급 s721 n,갤럭시s24fe 옐로우 256기가 s급 s721n,갤럭시S24FE 옐로우 256기가 S급 판매합니다-S721N
갤럭시,갤럭시s23,울트라,25,6,,,,,갤럭시s23 울트라 25 6,1,472000,472000.0,472000.0,472000,갤럭시s23 울트라 25 6,갤럭시s23울트라 256,갤럭시s23울트라 256 판매
갤럭시,삼성,전자,통신사,삼케플,갤럭시s24,울트라,,,삼성 전자 통신사 삼케플 갤럭시s24 울트라,1,474000,474000.0,474000.0,474000,삼성 전자 통신사 삼케플 갤럭시s24 울트라,삼성전자 통신사 삼케플 갤럭시s24울트라,[삼성전자/통신사/삼케플]갤럭시S24울트라
갤럭시,s,s급,갤럭시,s,24,fe,옐로우,,s s급 갤럭시 s 24 fe 옐로우,1,475000,475000.0,475000.0,475000,s s급 갤럭시 s 24 fe 옐로우,ss급 갤럭시 s24 fe 옐로우,SS급)갤럭시 S24 FE 옐로우 256G
